Fecha,ID,NXXX,Cantidad,Precio_prod
2017/3/26,400004,554170000251,2,5748
2017/3/26,400005,554170000251,4,7066
2017/3/26,400006,554170000252,1,3930
2017/3/27,400010,554170000253,1,7038
2017/3/27,400005,554170000253,1,2441
2017/3/27,4XXXXX,554170000253,2,3084
2017/3/27,400009,554170000254,4,6650
2017/3/27,400005,554170000254,5,1463
2017/3/27,400002,554170000255,3,9086
2017/3/27,400007,554170000256,3,4186
2017/3/28,400007,554170000257,4,6105
2017/3/28,4XXXXX,554170000258,5,6025
2017/3/28,400002,554170000259,3,4543
2017/3/28,400003,554170000259,2,3412
2017/3/28,400010,554170000259,4,6672
2017/3/28,400004,554170000260,4,9558
2017/3/29,400001,554170000261,3,3575
2017/3/29,400002,554170000262,4,6051
2017!/{3-/.29,400010,554170000262,4,7719
2017_/3/29,400009,554170000262,5,7889
2017/3/29,400001,554170000262,3,9932
2017/3/29,400008,554170000263,3,2586
2017_/3/29,400003,554170000263,3,2240
2017!/{3-/.30,400002,554170000264,4,7391
2017/3/30,4XXXXX,554170000264,2,5641
2017/3/30,400002,55417XXXXXXX,5,5992
2017_/3/30,400009,55417XXXXXXX,2,5457
2017!/{3-/.30,400010,55417XXXXXXX,3,1603
2017/3/30,400003,554170000266,3,9670
2017/3/30,400001,554170000267,5,2300
2017/3/30,400008,554170000267,1,1433
2017!/{3-/.30,400006,554170000267,1,3909
2017/4/1,400001,554170000268,4,9857
2017/4/1,400006,554170000268,4,7193
2017_/4/1,400007,554170000268,5,2644
2017_/4/1,400002,554170000269,2,3253
2017/4/1,4XXXXX,554170000269,4,7271
2017/4/1,400009,554170000269,3,1147
2017_/4/1,400005,554170000270,1,2995
2017!/{4-/.1,400010,554170000270,2,7992
2017/4/1,400004,554170000270,2,5926
2017/4/2,400009,554170000271,3,3579
2017/4/2,400010,554170000271,4,8723
2017/4/3,400002,554170000272,1,9594
2017/4/4,4XXXXX,554170000273,3,6744
2017!/{4-/.4,400010,554170000273,4,1729
2017/4/4,400004,554170000273,1,7638
2017!/{4-/.4,400001,554170000273,5,1713
2017/4/4,400008,55417XXXXXXX,4,4499
2017/4/4,400002,55417XXXXXXX,1,8196
2017/4/4,400004,55417XXXXXXX,3,7057
2017/4/5,400006,554170000275,5,4589
2017/4/5,400004,554170000276,1,9381
2017/4/5,400001,554170000276,5,1796
2017/4/5,400001,554170000277,3,1188
2017/4/5,400002,554170000277,1,8420
2017/4/5,400004,554170000277,2,2719
2017/4/5,400005,554170000278,5,4463
2017/4/5,400004,554170000278,3,8791
2017/4/5,400002,554170000278,3,7974
2017_/4/5,400006,554170000278,4,8221
2017_/4/5,400008,554170000279,2,6449
2017/4/6,400002,554170000280,1,6356
2017/4/6,400004,554170000280,4,6287
2017/4/6,4XXXXX,554170000280,2,8434
2017!/{4-/.6,4XXXXX,554170000281,1,3861
2017/4/6,400008,554170000281,1,5784
2017/4/7,400005,554170000282,5,2122
2017/4/7,400002,554170000282,1,5405
2017/4/7,400007,554170000282,3,5127
2017_/4/7,400001,554170000283,5,6053
2017!/{4-/.7,400005,554170000283,2,6334
2017/4/7,400002,554170000283,5,2627
2017_/4/7,400001,554170000284,4,5204
2017/4/7,4XXXXX,554170000285,1,4852
2017/4/7,400002,554170000285,5,9014
2017/4/7,400009,554170000285,4,1470
2017/4/8,400004,554170000286,2,7316
2017/4/8,400002,554170000286,2,5409
2017/4/8,400006,554170000287,3,1899
2017/4/8,400010,554170000288,1,5673
2017_/4/8,400008,554170000288,4,3328
2017_/4/8,400004,554170000288,5,3017
2017/4/8,400009,554170000288,4,6002
2017/4/8,400005,554170000289,3,9868
2017/4/8,4XXXXX,554170000289,1,9820
2017!/{4-/.8,400009,554170000289,5,1550
2017!/{4-/.9,400010,554170000290,5,1832
2017/4/9,400003,554170000290,2,9989
2017!/{4-/.9,400003,554170000291,5,3863
2017/4/10,400004,554170000292,3,8606
2017/4/10,400010,554170000293,5,3234
2017!/{4-/.10,400002,554170000294,1,9898
2017/4/11,400004,554170000295,4,9183
2017!/{4-/.11,400007,554170000295,5,1958
2017!/{4-/.11,400001,554170000295,3,8762
2017/4/11,400006,554170000296,4,7825
2017/4/11,400008,554170000296,2,9453
2017!/{4-/.11,400002,554170000296,4,1443
2017/4/11,400005,554170000297,2,7578
2017/4/11,4XXXXX,554170000297,1,3266
2017/4/11,400004,554170000297,1,1334
2017/4/11,400008,554170000297,3,6697
2017_/4/12,400005,554170000298,1,4357
2017!/{4-/.12,400006,554170000299,3,6848
2017!/{4-/.12,400002,554170000299,4,2528
2017/4/12,400007,554170000299,1,3756
2017_/4/13,400010,554170000300,3,8528
2017/4/13,400006,554170000300,5,6328
2017/4/13,4XXXXX,554170000301,2,6418
2017!/{4-/.13,400003,554170000302,3,3866
2017!/{4-/.13,400010,554170000302,5,2439
2017/4/13,400004,554170000302,4,3058
2017/4/14,400003,55417XXXXXXX,1,6857
2017/4/14,400008,55417XXXXXXX,5,8663
2017/4/14,400006,55417XXXXXXX,4,1835
2017/4/14,400009,55417XXXXXXX,5,7833
2017/4/14,400001,554170000304,2,7246
2017/4/14,4XXXXX,554170000304,5,8380
2017/4/14,400004,554170000304,2,3529
2017/4/14,400005,554170000304,4,6397
2017!/{4-/.14,400008,554170000305,4,7564
2017/4/14,400007,554170000306,1,1072
2017/4/15,400003,554170000307,2,7000
2017/4/15,400007,554170000307,1,5876
2017/4/15,400001,554170000307,1,3517
2017_/4/15,400010,554170000307,1,7949
2017/4/16,400003,554170000308,2,6060
2017/4/16,400007,554170000308,1,4440
2017/4/16,400009,554170000308,2,8717
2017/4/16,400003,554170000309,4,9726
2017/4/16,400009,554170000309,3,2232
2017/4/16,400007,554170000310,3,8675
2017/4/16,400005,554170000310,1,5469
2017/4/16,400010,554170000310,3,8884
2017/4/17,400008,554170000311,4,2233
2017/4/17,400004,554170000311,5,2430
2017!/{4-/.17,400008,554170000312,5,1780
2017/4/17,400006,554170000312,3,2105
2017/4/17,400003,554170000312,4,8129
2017/4/17,400002,554170000313,2,1214
2017/4/17,400001,554170000313,2,6178
2017/4/17,400003,554170000313,2,2861
2017/4/17,400001,554170000314,4,1538
2017!/{4-/.17,400010,554170000314,2,9858
2017/4/17,400005,554170000314,1,1985
2017!/{4-/.17,400003,554170000315,1,6646
2017/4/17,400009,554170000315,2,4696
2017/4/17,400005,554170000315,4,7865
2017/4/17,400002,554170000315,5,4347
2017/4/18,400004,554170000316,3,3807
2017/4/18,400005,554170000316,4,9950
2017!/{4-/.18,400003,554170000317,1,2275
2017/4/18,400008,554170000317,1,3975
2017/4/18,400005,554170000317,1,2320
2017/4/18,4XXXXX,554170000318,2,5634
2017/4/18,400005,554170000318,4,1811
2017/4/18,400009,554170000318,2,1504
2017_/4/18,400007,554170000319,5,2912
2017/4/18,400003,554170000319,3,4516
2017/4/18,400010,554170000319,2,3900
2017/4/18,400002,554170000319,3,1050
2017!/{4-/.18,4XXXXX,554170000320,2,8606
2017/4/18,400005,554170000320,1,9529
2017/4/18,400004,554170000320,3,1698
2017/4/19,400005,554170000321,3,2481
2017/4/19,400008,554170000321,5,3169
2017_/4/19,400010,554170000321,2,2858
2017/4/19,400006,554170000321,2,7111
2017/4/19,400003,554170000322,3,2450
2017_/4/19,400004,554170000322,1,4331
2017/4/19,4XXXXX,554170000323,5,8134
2017/4/20,400004,554170000324,1,3362
2017/4/20,400003,554170000324,5,7127
2017/4/20,400007,554170000324,2,7695
2017/4/21,400005,554170000325,1,7309
2017/4/21,4XXXXX,554170000326,2,3828
2017/4/21,400010,554170000326,2,9124
2017/4/21,4XXXXX,554170000327,4,2323
2017/4/21,400010,554170000328,1,3180
2017/4/21,400004,554170000329,1,5417
2017!/{4-/.22,400005,554170000330,1,8644
2017/4/22,400008,554170000330,2,4951
2017/4/23,400002,554170000331,3,7954
2017/4/23,400004,554170000331,1,6379
2017/4/23,400001,554170000332,3,2357
2017/4/23,400008,554170000332,2,9048
2017/4/23,400003,554170000333,4,3428
2017/4/23,400008,554170000334,3,6142
2017!/{4-/.23,400003,554170000334,1,3117
2017!/{4-/.23,400010,554170000334,4,3923
2017/4/24,400009,554170000335,5,5075
2017/4/25,400005,554170000336,5,6286
2017/4/25,400010,554170000336,4,7128
2017/4/25,400008,554170000336,5,9560
2017/4/25,400009,554170000337,2,5690
2017/4/25,400010,554170000337,1,9656
2017/4/26,400005,554170000338,4,8959
2017/4/26,400007,554170000338,1,2390
2017/4/26,400001,554170000338,5,8800
2017/4/26,400001,554170000339,5,8739
2017/4/26,4XXXXX,554170000339,2,1740
2017/4/26,400004,554170000339,3,3429
2017/4/26,400010,554170000339,4,7740
2017/4/26,400006,55417XXXXXXX,4,7199
2017/4/26,400009,55417XXXXXXX,1,3845
2017/4/26,400005,55417XXXXXXX,3,7664
2017/4/26,400002,55417XXXXXXX,3,7494
2017/4/26,400005,554170000341,4,8573
2017/4/26,400003,554170000341,5,8696
2017/4/26,400004,554170000341,2,2476
2017/4/26,400008,554170000341,2,1289
2017!/{4-/.26,400006,554170000342,4,6328
2017/4/26,400007,554170000342,5,1186
2017/4/26,400001,554170000342,4,9798
2017_/4/26,4XXXXX,554170000342,1,4268
2017/4/27,400001,554170000343,1,7564
2017/4/27,400008,554170000343,4,1460
2017/4/28,400009,554170000344,4,5874
2017/4/28,400001,554170000344,4,7095
2017/4/28,400002,554170000344,5,4399
2017/4/28,400008,554170000344,5,2040
2017/4/28,400005,554170000345,5,3584
2017!/{4-/.28,400009,554170000345,4,6360
2017/4/28,400002,554170000346,1,8418
2017/4/28,400005,554170000346,3,3408
2017/4/28,400007,554170000346,2,1574
2017/4/28,400006,554170000346,2,8586
2017/4/28,400009,554170000347,5,9996
2017/4/28,400001,554170000347,1,2504
2017/4/28,400002,554170000348,1,6793
2017/4/28,4XXXXX,554170000348,5,3898
2017/4/28,400004,554170000348,4,8258
2017/4/29,400010,554170000349,4,6407
2017/4/29,4XXXXX,554170000349,4,5105
2017/4/29,400008,554170000349,2,6138
2017!/{4-/.29,400004,554170000349,5,8390
2017/4/30,400010,554170000350,4,9926
2017/4/30,400006,554170000350,1,2363
2017/4/30,400004,554170000351,4,8049
2017/4/30,400004,554170000352,3,6459
2017/4/30,400003,554170000353,4,7543
2017/4/30,400001,554170000353,3,6645
2017_/4/30,400001,55417XXXXXXX,4,3101
2017/4/30,400009,55417XXXXXXX,3,5496
2017_/4/30,400010,55417XXXXXXX,4,7649
2017/5/1,400009,554170000355,5,2810
2017_/5/1,400004,554170000355,5,8345
2017/5/1,400006,554170000355,4,6370
2017_/5/1,4XXXXX,554170000355,1,4176
2017/5/2,400009,554170000356,2,3182
2017/5/2,400004,554170000356,3,6424
2017/5/2,400008,554170000356,5,1006
2017/5/2,400005,554170000356,4,2271
2017/5/2,400003,554170000357,5,6713
2017/5/2,400003,554170000358,5,8529
2017/5/2,400004,554170000358,2,4784
2017/5/2,400006,554170000358,3,1954
2017/5/2,400007,554170000358,4,4074
2017/5/2,400006,554170000359,2,8439
2017/5/2,400008,554170000359,2,5757
2017/5/2,400005,554170000359,4,7266
2017/5/2,400010,554170000360,5,8996
2017/5/2,400002,554170000360,5,6727
2017!/{5-/.3,400001,554170000361,1,6934
2017/5/3,400004,554170000361,1,4204
2017/5/3,400008,554170000361,1,4505
2017/5/3,400008,554170000362,4,7466
2017/5/3,400002,554170000362,5,5796
2017/5/3,400009,554170000362,1,7379
2017/5/3,400004,554170000362,4,8594
2017/5/3,400002,554170000363,1,9185
2017/5/4,400005,554170000364,5,6924
2017/5/4,400010,554170000364,5,2963
2017/5/4,400001,554170000365,3,6396
2017/5/4,400006,554170000365,5,6124
2017/5/4,400008,554170000365,4,8486
2017!/{5-/.4,400004,554170000365,5,5683
2017/5/5,400003,554170000366,2,6312
2017/5/5,400010,554170000366,4,1404
2017/5/5,400005,554170000367,3,6073
2017/5/5,400010,554170000367,3,2529
2017/5/5,400009,554170000367,5,6929
2017/5/5,400002,554170000368,5,9441
2017/5/5,400004,554170000369,2,7067
2017/5/5,400010,554170000369,3,4762
2017/5/5,400001,554170000370,2,7702
2017_/5/5,400005,554170000370,5,5366
2017/5/6,400002,554170000371,4,3135
2017/5/6,400006,554170000371,5,2741
2017!/{5-/.6,400003,554170000371,5,9472
2017/5/6,400001,554170000372,1,5227
2017/5/6,400002,554170000372,2,4391
2017/5/6,400007,554170000372,3,8023
2017/5/7,400006,554170000373,3,6707
2017/5/7,400008,554170000373,2,5667
2017/5/7,4XXXXX,554170000373,1,6791
2017/5/7,400007,554170000374,1,9657
2017/5/8,400010,554170000375,2,9347
2017/5/8,400003,554170000375,5,2840
2017/5/8,400008,554170000375,5,3438
2017/5/8,400007,554170000375,2,1546
2017/5/8,400002,554170000376,2,9530
2017/5/8,4XXXXX,554170000376,3,7471
2017/5/8,400008,554170000376,5,2567
2017/5/8,400003,554170000376,4,7610
2017/5/8,4XXXXX,554170000377,4,6835
2017!/{5-/.8,400009,554170000377,1,3478
2017/5/8,400008,554170000377,1,3620
2017/5/8,400003,554170000378,3,6979
2017/5/8,400006,554170000378,1,1266
2017/5/9,4XXXXX,554170000379,4,4711
2017/5/9,400008,554170000379,2,7331
2017/5/9,400007,554170000379,4,9641
2017/5/9,400001,554170000379,5,6825
2017/5/9,400002,554170000380,2,4018
2017!/{5-/.9,400005,554170000381,3,9196
2017/5/9,400008,554170000381,5,5229
2017/5/9,400006,554170000382,3,7244
2017/5/9,4XXXXX,554170000382,1,9426
2017/5/9,400001,554170000382,5,6296
2017/5/9,4XXXXX,554170000383,2,7095
2017/5/9,400008,554170000383,5,5535
2017/5/9,400007,554170000383,2,6549
2017!/{5-/.9,400009,554170000383,2,1510
2017/5/10,400003,55417XXXXXXX,2,4994
2017_/5/10,400010,55417XXXXXXX,3,8546
2017/5/10,400008,55417XXXXXXX,2,2554
2017!/{5-/.10,400003,554170000385,2,1917
2017/5/10,400008,554170000385,2,9427
2017/5/10,400002,554170000386,5,1302
2017/5/10,400008,554170000386,1,4164
2017!/{5-/.11,400010,554170000387,1,9020
2017/5/11,400005,554170000387,2,4879
2017/5/11,400006,554170000387,3,9615
2017/5/11,400008,554170000388,5,8763
2017/5/11,400004,554170000388,1,7971
2017/5/11,400009,554170000388,5,4089
2017/5/11,400006,554170000388,2,2609
2017!/{5-/.12,400010,554170000389,2,2986
2017/5/12,400004,554170000390,1,1112
2017/5/12,400008,554170000390,3,6159
2017/5/12,4XXXXX,554170000390,5,1428
2017!/{5-/.12,400002,554170000390,2,6607
2017/5/12,400009,554170000391,5,1267
2017_/5/12,400006,554170000391,3,3913
2017/5/12,400007,554170000391,4,7439
2017/5/12,400002,554170000391,5,1674
2017/5/13,400001,554170000392,5,5278
2017/5/13,400004,554170000392,3,2357
2017/5/13,400003,554170000393,1,6836
2017/5/13,400002,554170000393,2,8027
2017!/{5-/.13,400006,554170000393,1,2483
2017/5/13,400007,554170000394,3,2023
2017/5/13,400006,554170000394,3,1652
2017/5/13,400002,554170000394,3,2796
2017/5/14,400009,554170000395,1,5645
2017/5/14,400003,554170000396,5,5352
2017!/{5-/.15,400009,554170000397,2,2288
2017!/{5-/.15,400001,554170000398,2,3723
2017/5/15,400003,554170000399,2,1650
2017/5/15,400010,554170000399,4,4553
2017/5/15,400002,554170000399,3,9296
2017/5/15,400009,554170000400,3,6108
2017/5/15,400006,554170000400,4,8768
2017/5/16,400006,554170000401,4,9068
2017/5/16,4XXXXX,554170000401,1,7281
2017/5/16,400010,554170000401,5,9063
2017/5/16,400005,554170000401,3,1884
2017/5/17,400005,554170000402,5,7742
2017!/{5-/.17,4XXXXX,554170000402,2,7902
2017/5/17,400006,554170000402,2,3344
2017/5/17,4XXXXX,554170000403,3,2067
2017_/5/17,400005,554170000403,3,3905
2017!/{5-/.17,400005,554170000404,4,9149
2017!/{5-/.17,400007,554170000404,1,2674
2017/5/17,400008,554170000404,5,5738
2017/5/17,400002,554170000404,4,8591
2017/5/18,400005,554170000405,4,4345
2017/5/18,400001,554170000405,2,2061
2017!/{5-/.18,400009,554170000406,2,1287
2017/5/18,400005,554170000406,4,7517
2017/5/18,400003,554170000407,2,5516
2017/5/18,400010,554170000407,4,7877
2017/5/18,400009,554170000407,5,9902
2017!/{5-/.19,400003,554170000408,5,9908
2017/5/19,400005,554170000409,1,7855
2017/5/19,4XXXXX,554170000409,1,8971
2017/5/19,400010,554170000410,1,2744
2017/5/19,400009,554170000410,3,1531
2017/5/19,400003,554170000410,5,5537
2017/5/20,400008,55417XXXXXXX,3,1701
2017/5/21,400005,554170000412,2,9676
2017_/5/21,400004,554170000412,5,1497
2017/5/21,400002,554170000412,4,3253
2017!/{5-/.21,4XXXXX,554170000413,1,8896
2017/5/21,400004,554170000414,1,5976
2017/5/21,4XXXXX,554170000415,1,3134
2017/5/22,4XXXXX,554170000416,1,9032
2017/5/22,400005,554170000416,1,2317
2017/5/22,400009,554170000416,2,4679
2017/5/22,400003,554170000417,1,5045
2017!/{5-/.22,4XXXXX,554170000417,4,5065
2017/5/22,400001,554170000417,5,4385
2017/5/22,400006,554170000417,3,6329
2017/5/22,400004,554170000418,5,8590
2017/5/23,400001,554170000419,2,6628
2017/5/23,400001,554170000420,5,5744
2017/5/23,400003,554170000420,1,4706
2017/5/23,400010,554170000420,3,6943
2017/5/24,400007,554170000421,4,8669
2017!/{5-/.24,400003,554170000421,4,7152
2017/5/24,400009,554170000421,2,3968
2017/5/24,400001,554170000421,1,7718
2017/5/24,400006,554170000422,4,3510
2017/5/24,400009,554170000422,3,6088
2017/5/24,400007,554170000422,5,5673
2017/5/24,400002,554170000423,1,1095
2017/5/24,400008,554170000423,2,9607
2017/5/25,400003,554170000424,5,4232
2017/5/25,400009,554170000424,4,9857
2017/5/25,400007,554170000425,3,9550
2017/5/25,400003,554170000425,4,2492
2017/5/25,400010,554170000425,5,5504
2017/5/25,400007,55417XXXXXXX,5,9993
2017/5/25,400009,554170000427,4,8591
2017/5/25,400010,554170000427,5,3179
2017/5/25,4XXXXX,554170000427,4,9336
2017!/{5-/.25,400008,554170000427,1,9761
2017/5/25,400001,554170000428,3,5705
2017/5/25,400003,554170000428,3,6910
2017/5/25,400002,554170000428,5,4911
2017/5/25,400010,554170000428,5,1339
2017!/{5-/.26,400003,554170000429,4,6267
2017/5/26,4XXXXX,554170000429,3,9918
2017/5/26,400006,554170000429,2,3756
2017/5/26,400002,554170000429,4,8316
2017/5/27,400005,554170000430,1,4557
2017/5/27,400002,554170000430,3,8637
2017/5/27,400010,554170000430,2,8454
2017!/{5-/.27,400001,554170000430,3,9776
2017/5/27,400008,554170000431,4,7007
2017/5/27,400006,554170000431,3,7895
2017/5/27,400007,554170000431,4,6782
2017/5/27,400002,554170000432,3,3377
2017/5/28,400008,554170000433,4,8276
2017/5/28,400001,554170000433,3,1958
2017!/{5-/.28,400009,554170000434,3,4329
2017/5/28,400001,554170000434,2,3568
2017/5/28,400010,554170000435,1,7453
2017/5/29,400004,554170000436,3,1387
2017/5/29,400002,554170000436,1,5350
2017/5/29,400006,554170000436,1,2071
2017/5/29,400010,554170000436,3,2809
2017/5/29,400007,554170000437,4,4854
2017/5/29,400005,554170000438,1,5407
2017!/{5-/.29,400010,554170000438,1,3031
2017/5/29,400004,554170000438,4,1282
2017!/{5-/.29,400008,554170000438,3,8812
2017/5/29,4XXXXX,554170000439,2,1750
2017!/{5-/.29,400006,554170000439,5,1403
2017/5/29,400004,554170000439,2,1274
2017/5/29,400003,554170000439,3,8417
2017/5/29,400006,554170000440,3,6876
2017/5/29,400009,554170000440,1,7354
2017/5/29,400008,554170000440,3,7854
2017/5/29,400005,554170000440,2,7967
2017/5/30,400005,554170000441,3,5653
2017/6/1,400005,554170000442,5,1647
2017/6/1,400001,554170000442,2,1409
2017/6/1,400007,554170000442,2,7016
2017/6/1,400006,554170000442,1,9246
2017/6/1,400005,554170000443,1,6338
2017/6/2,4XXXXX,55417XXXXXXX,3,4478
2017/6/2,400004,55417XXXXXXX,5,1429
2017/6/2,400006,554170000445,5,4212
2017/6/2,400001,554170000445,1,3386
2017/6/2,400002,554170000445,5,6546
2017/6/2,400009,554170000445,5,9360
2017!/{6-/.2,400006,554170000446,1,3313
2017/6/2,400005,554170000446,3,2262
2017/6/2,400010,554170000446,2,2382
2017/6/2,400008,554170000446,2,4546
2017/6/2,400007,554170000447,5,3647
2017/6/2,4XXXXX,554170000447,1,5459
2017/6/2,400006,554170000447,2,3315
2017/6/2,400003,554170000447,4,9350
2017/6/2,400009,554170000448,1,7926
2017/6/2,400010,554170000448,5,6566
2017/6/2,400008,554170000448,1,7380
2017!/{6-/.3,400003,554170000449,3,7743
2017/6/3,400002,554170000449,2,8123
2017_/6/3,400001,554170000449,1,7815
2017/6/3,400009,554170000449,4,2889
2017/6/3,400008,554170000450,3,7166
2017/6/3,4XXXXX,554170000450,4,2882
2017/6/3,400010,554170000451,3,6733
2017/6/3,400005,554170000451,1,4097
2017/6/3,400003,554170000452,5,2136
2017_/6/3,400005,554170000452,1,5850
2017/6/3,4XXXXX,554170000452,2,2955
2017_/6/3,400004,554170000453,4,6623
2017/6/3,400005,554170000453,5,8376
2017/6/4,400009,554170000454,2,9582
2017/6/4,400009,554170000455,3,5101
2017/6/4,400003,554170000455,2,8829
2017/6/4,400004,554170000455,4,9164
2017!/{6-/.4,400006,554170000456,5,8178
2017/6/4,4XXXXX,554170000457,3,8664
2017/6/4,400007,554170000457,5,5336
2017/6/5,400007,554170000458,1,7922
2017!/{6-/.5,400005,554170000458,5,2257
2017/6/5,400002,554170000458,2,4488
2017/6/5,400001,554170000458,5,3479
2017!/{6-/.6,400007,554170000459,1,5285
2017!/{6-/.6,400003,554170000459,5,5751
2017/6/6,400001,554170000459,2,8158
2017/6/6,400006,554170000460,4,8133
2017/6/6,400010,554170000460,5,8154
2017/6/6,400004,554170000460,1,2897
2017/6/6,400003,554170000460,1,5435
2017/6/6,400009,554170000461,2,9312
2017!/{6-/.6,400006,554170000461,4,9718
2017/6/6,400004,554170000462,2,8260
2017/6/6,400009,554170000462,2,8233
2017/6/7,400009,554170000463,5,1387
2017/6/7,400003,554170000464,2,9641
2017/6/7,4XXXXX,554170000464,1,1888
2017/6/8,400008,55417XXXXXXX,2,8214
2017/6/8,4XXXXX,55417XXXXXXX,5,7641
2017/6/8,400007,55417XXXXXXX,5,2340
2017/6/8,400010,554170000466,4,2102
2017/6/8,400004,554170000466,3,1538
2017/6/8,400003,554170000466,3,5166
2017/6/8,400005,554170000466,3,3869
2017/6/8,400007,554170000467,4,4060
2017/6/8,400003,554170000467,3,6735
2017/6/8,4XXXXX,554170000468,2,8330
2017/6/8,400009,554170000468,2,1639
2017/6/8,400010,554170000468,5,9038
2017/6/9,400006,554170000469,1,3519
2017/6/9,4XXXXX,554170000469,4,4793
2017/6/9,400008,554170000469,5,5011
2017!/{6-/.10,400008,554170000470,4,8740
2017/6/10,400006,554170000471,1,8290
2017/6/10,4XXXXX,554170000471,4,8946
2017/6/10,400005,554170000471,1,1964
2017/6/10,400005,554170000472,1,3976
2017/6/10,400008,554170000472,1,1057
2017/6/10,400003,554170000472,3,4207
2017/6/11,400009,554170000473,4,2090
2017!/{6-/.11,400003,554170000474,4,6664
2017/6/11,400001,554170000474,2,4291
2017/6/11,400007,554170000474,5,5634
2017/6/11,400004,554170000474,5,3432
2017/6/11,400008,554170000475,4,6798
2017/6/11,400010,554170000475,2,2538
2017/6/11,400004,554170000475,4,7778
2017/6/11,400005,554170000475,2,3622
2017/6/11,400009,554170000476,1,1866
2017/6/11,400010,554170000477,5,7611
2017/6/11,400004,554170000477,4,2485
2017/6/11,400001,554170000477,4,5803
2017/6/11,400009,554170000477,2,4690
2017/6/12,400007,554170000478,3,6593
2017/6/12,400005,554170000479,2,6517
2017!/{6-/.12,400008,554170000479,3,5261
2017/6/12,4XXXXX,554170000479,5,7698
2017/6/12,400007,554170000480,1,2427
2017_/6/12,400004,554170000480,3,9539
2017/6/12,400007,554170000481,5,5283
2017!/{6-/.12,400003,554170000481,2,3692
2017/6/12,4XXXXX,554170000482,5,8427
2017/6/12,400002,554170000482,2,5018
2017/6/13,400007,55417XXXXXXX,3,2032
2017/6/13,400003,55417XXXXXXX,4,5870
2017/6/13,400005,55417XXXXXXX,5,6035
2017!/{6-/.13,400004,554170000484,2,5090
2017/6/13,400002,554170000484,2,6519
2017/6/13,400006,554170000485,5,7844
2017!/{6-/.13,400007,554170000485,2,9228
2017/6/13,400010,554170000485,5,8001
2017_/6/13,400009,554170000485,3,7519
2017!/{6-/.13,400004,55417XXXXXXX,2,8584
2017!/{6-/.13,400003,55417XXXXXXX,3,4661
2017/6/14,400003,554170000487,1,1163
2017/6/14,400002,554170000488,3,5061
2017/6/14,400003,554170000488,2,8260
2017/6/14,400008,554170000489,5,4350
2017/6/14,400005,554170000489,3,5254
2017/6/14,400007,554170000489,5,9178
2017!/{6-/.14,400001,554170000489,2,4356
2017!/{6-/.15,400007,554170000490,2,3504
2017_/6/16,400007,554170000491,3,8087
2017!/{6-/.16,400006,554170000491,2,6593
2017!/{6-/.16,400009,554170000492,1,4617
2017/6/16,400008,554170000493,1,1846
2017/6/16,400006,554170000493,3,6378
2017/6/16,400004,554170000493,1,9720
2017/6/16,4XXXXX,554170000493,1,5143
2017_/6/16,400004,554170000494,5,4754
2017/6/16,400006,554170000494,1,8238
2017/6/16,400007,554170000494,3,1923
2017/6/16,400008,554170000495,1,8149
2017/6/16,400001,554170000495,2,2321
2017/6/16,400009,554170000495,1,3216
2017/6/16,400004,554170000495,2,7351
2017/6/17,400008,554170000496,2,4690
2017/6/17,400004,554170000496,2,9603
2017_/6/17,400007,554170000497,2,1235
2017_/6/17,400006,554170000497,4,7733
2017/6/18,400003,554170000498,3,7261
2017/6/18,4XXXXX,554170000498,4,7667
2017!/{6-/.18,400009,554170000498,5,7098
2017/6/18,400005,554170000498,3,9877
2017/6/18,400002,554170000499,1,4118
2017/6/18,400008,554170000499,2,2063
2017/6/18,400006,554170000499,5,5273
2017/6/18,400010,554170000499,3,9291
2017/6/18,400009,554170000500,2,5774
2017_/6/18,400002,554170000500,4,1235
2017/6/19,400008,554170000501,2,4973
2017/6/19,400005,554170000501,3,9372
2017/6/19,400002,554170000502,2,4511
2017/6/19,400009,554170000502,2,6537
2017/6/20,400009,55417XXXXXXX,2,4971
2017/6/20,400010,554170000504,1,1775
2017/6/20,400003,554170000504,1,8510
2017/6/20,400008,554170000504,5,1224
2017/6/20,400006,554170000505,4,7380
2017/6/20,400009,554170000505,3,8996
2017/6/20,400003,554170000506,1,4694
2017/6/20,400004,554170000507,2,2248
2017!/{6-/.20,400002,554170000507,1,6031
2017/6/21,400004,554170000508,3,4825
2017/6/21,400004,554170000509,2,7932
2017/6/21,4XXXXX,554170000509,5,7855
2017/6/21,400006,554170000509,1,2079
2017/6/21,400008,554170000510,3,8575
2017/6/21,400005,554170000510,1,1498
2017/6/21,400010,554170000510,2,5124
2017!/{6-/.21,4XXXXX,554170000510,3,2134
2017/6/22,400008,554170000511,5,9535
2017/6/23,400007,554170000512,5,5807
2017/6/23,400006,554170000512,2,3862
2017/6/23,4XXXXX,554170000512,4,7515
2017/6/23,400005,554170000513,4,2539
2017/6/23,400003,554170000513,4,2783
2017!/{6-/.23,400010,55417XXXXXXX,5,1123
2017_/6/23,4XXXXX,55417XXXXXXX,1,6001
2017/6/23,400007,55417XXXXXXX,2,9319
2017_/6/23,400003,554170000515,2,6544
2017/6/23,400010,554170000515,5,2785
2017/6/23,400005,554170000515,1,4755
2017/6/24,400009,554170000516,1,3140
2017/6/24,400001,554170000517,2,7461
2017/6/24,400006,554170000517,4,9006
2017/6/24,400004,554170000517,2,4838
2017/6/24,4XXXXX,554170000517,4,6889
